Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:35:48 PM     CPU       MHz
07:35:53 PM     all   2499.99
07:35:58 PM     all   2499.99
07:36:03 PM     all   2499.99
07:36:08 PM     all   2499.99
07:36:13 PM     all   2499.99
07:36:18 PM     all   2499.99
07:36:23 PM     all   2499.99
07:36:28 PM     all   2499.99
07:36:33 PM     all   2499.99
07:36:38 PM     all   2499.99
07:36:43 PM     all   2499.99
07:36:48 PM     all   2499.99
07:36:53 PM     all   2499.99
07:36:58 PM     all   2499.99
07:37:03 PM     all   2499.99
07:37:08 PM     all   2499.99
07:37:13 PM     all   2521.87
07:37:18 PM     all   2521.86
07:37:23 PM     all   2499.99
07:37:28 PM     all   2499.99
07:37:33 PM     all   2499.99
07:37:38 PM     all   2499.99
07:37:43 PM     all   2499.99
07:37:48 PM     all   2499.99
07:37:53 PM     all   2520.78
Average:        all   2502.57
