Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:52:31 AM     CPU       MHz
11:52:36 AM     all   2565.62
11:52:41 AM     all   2499.99
11:52:46 AM     all   2499.99
11:52:51 AM     all   2499.99
11:52:56 AM     all   2499.99
11:53:01 AM     all   2499.99
11:53:06 AM     all   2499.99
11:53:11 AM     all   2499.99
11:53:16 AM     all   2499.99
11:53:21 AM     all   2499.99
11:53:26 AM     all   2499.99
11:53:31 AM     all   2499.99
Average:        all   2505.46
