Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:35:50 PM     CPU       MHz
04:35:55 PM     all   2521.87
04:36:00 PM     all   2543.74
04:36:05 PM     all   2587.48
04:36:10 PM     all   2589.45
04:36:15 PM     all   2893.74
04:36:20 PM     all   3134.34
04:36:25 PM     all   2676.36
04:36:30 PM     all   2510.78
04:36:35 PM     all   1629.60
04:36:40 PM     all   2850.84
04:36:45 PM     all   3048.67
04:36:50 PM     all   2403.91
04:36:55 PM     all   2999.11
Average:        all   2645.38
