Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:24:42 PM     CPU       MHz
05:24:47 PM     all   2482.18
05:24:52 PM     all   2491.76
05:24:57 PM     all   2481.27
05:25:02 PM     all   2521.86
05:25:07 PM     all   2517.50
05:25:12 PM     all   2480.05
05:25:17 PM     all   2443.65
05:25:22 PM     all   1501.37
05:25:27 PM     all   2500.36
05:25:32 PM     all   2150.22
05:25:37 PM     all   2257.86
05:25:42 PM     all   2187.67
05:25:47 PM     all   1294.37
Average:        all   2254.62
