Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:37:26 PM     CPU       MHz
02:37:31 PM     all   2584.80
02:37:36 PM     all   2712.17
02:37:41 PM     all   2142.09
02:37:46 PM     all   3101.56
02:37:51 PM     all   1838.14
02:37:56 PM     all   2717.66
02:38:01 PM     all   3048.31
02:38:06 PM     all   3027.20
02:38:11 PM     all   2494.69
02:38:16 PM     all   2829.01
02:38:21 PM     all   2522.25
02:38:26 PM     all   2849.24
02:38:31 PM     all   1615.84
Average:        all   2575.61
