Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

11:28:40 AM     CPU       MHz
11:28:45 AM     all    799.99
11:28:50 AM     all    799.99
11:28:55 AM     all    799.99
11:29:00 AM     all    799.99
11:29:05 AM     all    799.99
11:29:10 AM     all    799.99
11:29:15 AM     all    799.99
11:29:20 AM     all    799.99
11:29:25 AM     all    799.99
11:29:30 AM     all    799.99
11:29:35 AM     all    799.99
11:29:40 AM     all    799.99
11:29:45 AM     all    799.99
11:29:50 AM     all    799.99
11:29:55 AM     all    799.99
11:30:00 AM     all    799.99
11:30:05 AM     all    799.99
11:30:10 AM     all    799.99
11:30:15 AM     all    799.99
11:30:20 AM     all    799.99
11:30:25 AM     all    799.99
11:30:30 AM     all    799.99
11:30:35 AM     all    799.99
11:30:40 AM     all    799.99
11:30:45 AM     all    799.99
Average:        all    799.99
