Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:21:16 PM     CPU       MHz
04:21:21 PM     all    799.99
04:21:26 PM     all    799.99
04:21:31 PM     all    799.99
04:21:36 PM     all    799.99
04:21:41 PM     all    799.99
04:21:46 PM     all    799.99
04:21:51 PM     all    799.99
04:21:56 PM     all    799.99
04:22:01 PM     all    799.99
04:22:06 PM     all    799.99
04:22:11 PM     all    799.99
04:22:16 PM     all    799.99
04:22:21 PM     all    799.99
Average:        all    799.99
