Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:06:42 PM     CPU       MHz
03:06:47 PM     all   2652.21
03:06:52 PM     all   3016.58
03:06:57 PM     all   2830.60
03:07:02 PM     all   2784.37
03:07:07 PM     all   2752.32
03:07:12 PM     all   2491.48
03:07:17 PM     all   3030.05
03:07:22 PM     all   2917.46
03:07:27 PM     all   2762.94
03:07:32 PM     all   2937.51
03:07:37 PM     all   3085.60
03:07:42 PM     all   2977.12
03:07:47 PM     all   1692.01
Average:        all   2763.87
