Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:01:13 PM     CPU       MHz
07:01:18 PM     all   2548.83
07:01:23 PM     all   2499.99
07:01:28 PM     all   2499.99
07:01:33 PM     all   2499.99
07:01:38 PM     all   2499.99
07:01:43 PM     all   2499.99
07:01:48 PM     all   2609.37
07:01:53 PM     all   2499.99
07:01:58 PM     all   2674.99
07:02:03 PM     all   2521.86
07:02:08 PM     all   2696.87
07:02:13 PM     all   2499.99
07:02:18 PM     all   2521.87
07:02:23 PM     all   2499.99
07:02:28 PM     all   2499.99
07:02:33 PM     all   2499.99
07:02:38 PM     all   2521.87
07:02:43 PM     all   2521.87
07:02:48 PM     all   2499.99
07:02:53 PM     all   2499.99
07:02:58 PM     all   2521.87
07:03:03 PM     all   2543.74
07:03:08 PM     all   2543.74
07:03:13 PM     all   2543.86
07:03:18 PM     all   2565.72
Average:        all   2533.45
