Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:21:00 PM     CPU       MHz
02:21:05 PM     all    799.99
02:21:10 PM     all    799.99
02:21:15 PM     all    799.99
02:21:20 PM     all    799.99
02:21:25 PM     all    799.99
02:21:30 PM     all    799.99
02:21:35 PM     all    799.99
02:21:40 PM     all    799.99
02:21:45 PM     all    799.99
02:21:50 PM     all    799.99
02:21:55 PM     all    799.99
02:22:00 PM     all    799.99
02:22:05 PM     all    799.99
Average:        all    799.99
