Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:58:55 AM     CPU       MHz
11:59:00 AM     all    799.99
11:59:05 AM     all    799.99
11:59:10 AM     all    799.99
11:59:15 AM     all    799.99
11:59:20 AM     all    799.99
11:59:25 AM     all    799.99
11:59:30 AM     all    799.99
11:59:35 AM     all    799.99
11:59:40 AM     all    799.99
11:59:45 AM     all    799.99
11:59:50 AM     all    799.99
11:59:55 AM     all    799.99
Average:        all    799.99
