Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

01:39:18 PM     CPU       MHz
01:39:23 PM     all   2408.40
01:39:28 PM     all   3108.09
01:39:33 PM     all   2764.73
01:39:38 PM     all   2893.74
01:39:43 PM     all   3003.20
01:39:48 PM     all   3091.01
01:39:53 PM     all   2722.28
01:39:58 PM     all   3102.44
01:40:03 PM     all   2917.29
01:40:08 PM     all   3048.15
01:40:13 PM     all   3082.01
01:40:18 PM     all   2792.33
01:40:23 PM     all   1259.73
Average:        all   2784.11
