Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:29:57 PM     CPU       MHz
06:30:02 PM     all    799.99
06:30:07 PM     all    799.99
06:30:12 PM     all    799.99
06:30:17 PM     all    799.99
06:30:22 PM     all    799.99
06:30:27 PM     all    799.99
06:30:32 PM     all    799.99
06:30:37 PM     all    799.99
06:30:42 PM     all    799.99
06:30:47 PM     all    799.99
06:30:52 PM     all    799.99
06:30:57 PM     all    799.99
06:31:02 PM     all    799.99
06:31:07 PM     all    799.99
06:31:12 PM     all    799.99
06:31:17 PM     all    799.99
06:31:22 PM     all    799.99
06:31:27 PM     all    799.99
06:31:32 PM     all    799.99
06:31:37 PM     all    799.99
06:31:42 PM     all    799.99
06:31:47 PM     all    799.99
06:31:52 PM     all    799.99
06:31:57 PM     all    799.99
06:32:02 PM     all    799.99
Average:        all    799.99
