Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:36:55 PM     CPU       MHz
12:37:00 PM     all   2352.13
12:37:05 PM     all   2517.73
12:37:10 PM     all   2490.94
12:37:15 PM     all   2509.37
12:37:20 PM     all   2438.36
12:37:25 PM     all   2459.37
12:37:30 PM     all   2558.42
12:37:35 PM     all   2513.99
12:37:40 PM     all   2499.22
12:37:45 PM     all   2406.17
12:37:50 PM     all   2427.11
12:37:55 PM     all   2471.25
12:38:00 PM     all   2457.85
12:38:05 PM     all   2499.99
12:38:10 PM     all   2484.03
12:38:15 PM     all   2499.99
12:38:20 PM     all   2469.42
12:38:25 PM     all   2499.99
12:38:30 PM     all   2499.98
12:38:35 PM     all   2499.99
12:38:41 PM     all   2499.99
12:38:46 PM     all   2499.99
12:38:51 PM     all   2499.99
12:38:56 PM     all   2499.99
12:39:01 PM     all   2117.83
Average:        all   2466.92
