Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:05:03 PM     CPU       MHz
02:05:08 PM     all    799.99
02:05:13 PM     all    799.99
02:05:18 PM     all    799.99
02:05:23 PM     all    799.99
02:05:28 PM     all    799.99
02:05:33 PM     all    799.99
02:05:38 PM     all    799.99
02:05:43 PM     all    799.99
02:05:48 PM     all    799.99
02:05:53 PM     all    799.99
02:05:58 PM     all    799.99
02:06:03 PM     all    799.99
02:06:08 PM     all    799.99
02:06:13 PM     all    799.99
02:06:18 PM     all    799.99
02:06:23 PM     all    799.99
02:06:28 PM     all    799.99
02:06:33 PM     all    799.99
02:06:38 PM     all    799.99
02:06:43 PM     all    799.99
02:06:48 PM     all    799.99
02:06:53 PM     all    799.99
02:06:58 PM     all    799.99
02:07:03 PM     all    799.99
02:07:08 PM     all    799.99
Average:        all    799.99
