Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:39:46 PM     CPU       MHz
12:39:51 PM     all   2407.47
12:39:56 PM     all   2499.89
12:40:01 PM     all   2499.99
12:40:06 PM     all   2499.99
12:40:11 PM     all   2474.99
12:40:16 PM     all   2499.99
12:40:21 PM     all   2499.99
12:40:26 PM     all   2499.99
12:40:31 PM     all   2499.99
12:40:36 PM     all   2499.99
12:40:41 PM     all   2519.29
12:40:46 PM     all   2521.87
12:40:51 PM     all   2499.99
12:40:56 PM     all   2499.99
12:41:01 PM     all   2499.99
12:41:06 PM     all   2499.99
12:41:11 PM     all   2499.99
12:41:16 PM     all   2499.99
12:41:21 PM     all   2471.87
12:41:26 PM     all   2499.99
12:41:31 PM     all   2544.33
12:41:36 PM     all   2499.99
12:41:41 PM     all   2499.99
12:41:46 PM     all   2499.99
12:41:51 PM     all   2434.98
Average:        all   2494.98
