Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:16:18 PM     CPU       MHz
04:16:23 PM     all    799.99
04:16:28 PM     all    799.99
04:16:33 PM     all    799.99
04:16:38 PM     all    799.99
04:16:43 PM     all    799.99
04:16:48 PM     all    799.99
04:16:53 PM     all    799.99
04:16:58 PM     all    799.99
04:17:03 PM     all    799.99
04:17:08 PM     all    799.99
04:17:13 PM     all    799.99
04:17:18 PM     all    799.99
04:17:23 PM     all    799.99
Average:        all    799.99
