Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

05:58:21 PM     CPU       MHz
05:58:26 PM     all   2499.22
05:58:31 PM     all   2522.24
05:58:36 PM     all   2565.62
05:58:41 PM     all   2609.35
05:58:46 PM     all   3140.31
05:58:51 PM     all   2500.50
05:58:56 PM     all   2047.39
05:59:01 PM     all   2632.33
05:59:06 PM     all   2676.46
05:59:11 PM     all   2543.71
05:59:16 PM     all   2493.80
05:59:21 PM     all   1617.29
05:59:26 PM     all   2925.12
05:59:31 PM     all   2879.41
05:59:36 PM     all   2532.37
05:59:41 PM     all   2543.76
05:59:46 PM     all   2610.83
05:59:51 PM     all   1245.46
05:59:56 PM     all   2517.74
06:00:01 PM     all   3114.30
06:00:06 PM     all   2537.28
06:00:11 PM     all   1869.72
06:00:16 PM     all   1742.37
06:00:21 PM     all   2496.88
06:00:26 PM     all   2716.17
Average:        all   2463.19
