Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:45:22 PM     CPU       MHz
12:45:27 PM     all   2460.48
12:45:32 PM     all   2499.99
12:45:37 PM     all   2603.13
12:45:42 PM     all   2134.01
12:45:47 PM     all   2177.12
12:45:52 PM     all   1020.11
12:45:57 PM     all   2806.24
12:46:02 PM     all   1905.84
12:46:07 PM     all   1171.69
12:46:12 PM     all   2524.55
12:46:17 PM     all   1227.24
12:46:22 PM     all   1184.20
12:46:27 PM     all   2610.82
12:46:32 PM     all   2775.46
12:46:37 PM     all   2393.39
12:46:42 PM     all   2492.12
12:46:47 PM     all   1730.48
12:46:52 PM     all   2399.97
12:46:57 PM     all   2400.32
12:47:02 PM     all   1405.72
12:47:07 PM     all   2637.37
12:47:12 PM     all   2511.10
12:47:17 PM     all   2260.78
12:47:22 PM     all   2509.15
12:47:27 PM     all   2016.43
Average:        all   2154.31
