Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:19:16 PM     CPU       MHz
02:19:21 PM     all   2315.62
02:19:26 PM     all   2480.14
02:19:31 PM     all   2499.98
02:19:36 PM     all   2521.87
02:19:41 PM     all   2499.99
02:19:46 PM     all   2499.99
02:19:51 PM     all   2499.99
02:19:56 PM     all   2499.99
02:20:01 PM     all   2499.99
02:20:06 PM     all   2458.01
02:20:11 PM     all   2499.99
02:20:16 PM     all   2499.27
02:20:21 PM     all   2477.51
02:20:26 PM     all   2138.77
02:20:31 PM     all   2063.07
02:20:36 PM     all   1188.46
02:20:41 PM     all   2325.67
02:20:46 PM     all   2072.20
02:20:51 PM     all   1298.88
02:20:56 PM     all   1966.41
02:21:01 PM     all   2482.68
02:21:06 PM     all   2436.43
02:21:11 PM     all   2224.34
02:21:16 PM     all   2167.53
02:21:21 PM     all   2397.37
Average:        all   2280.57
