Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:03:58 PM     CPU       MHz
06:04:03 PM     all   2694.54
06:04:08 PM     all   2499.99
06:04:13 PM     all   2499.99
06:04:18 PM     all   2499.99
06:04:23 PM     all   2499.99
06:04:28 PM     all   2499.99
06:04:33 PM     all   2499.99
06:04:38 PM     all   2521.87
06:04:43 PM     all   2521.87
06:04:48 PM     all   2499.99
06:04:53 PM     all   2499.99
06:04:58 PM     all   2499.99
06:05:03 PM     all   2499.99
06:05:08 PM     all   2499.99
06:05:13 PM     all   2499.99
06:05:18 PM     all   2499.99
06:05:23 PM     all   2499.99
06:05:28 PM     all   2499.99
06:05:33 PM     all   2499.99
06:05:38 PM     all   2543.74
06:05:43 PM     all   2499.99
06:05:48 PM     all   2521.86
06:05:53 PM     all   2499.99
06:05:58 PM     all   2543.74
06:06:03 PM     all   2565.62
Average:        all   2516.52
