Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:30:00 PM     CPU       MHz
06:30:05 PM     all   2522.34
06:30:10 PM     all   2499.99
06:30:15 PM     all   2499.99
06:30:20 PM     all   2499.99
06:30:25 PM     all   2543.74
06:30:30 PM     all   2499.99
06:30:35 PM     all   2499.99
06:30:40 PM     all   2499.99
06:30:45 PM     all   2499.99
06:30:50 PM     all   2499.99
06:30:55 PM     all   2543.74
06:31:00 PM     all   2499.99
06:31:05 PM     all   2818.71
Average:        all   2532.96
