Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:06:52 PM     CPU       MHz
06:06:57 PM     all   2565.63
06:07:02 PM     all   2609.37
06:07:07 PM     all   2548.99
06:07:12 PM     all   2543.80
06:07:17 PM     all   3145.77
06:07:22 PM     all   2610.95
06:07:27 PM     all   3113.15
06:07:32 PM     all   3089.78
06:07:37 PM     all   2553.78
06:07:42 PM     all   3131.83
06:07:47 PM     all   2501.50
06:07:52 PM     all   2609.66
06:07:57 PM     all   2593.42
06:08:02 PM     all   2499.99
06:08:07 PM     all   2499.99
06:08:12 PM     all   2565.61
06:08:17 PM     all   2609.42
06:08:22 PM     all   2565.82
06:08:27 PM     all   3059.34
06:08:32 PM     all   3141.23
06:08:37 PM     all   2635.07
06:08:42 PM     all   2610.51
06:08:47 PM     all   2498.92
06:08:52 PM     all   2610.53
06:08:57 PM     all   2544.08
Average:        all   2698.33
