Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:01:54 PM     CPU       MHz
02:01:59 PM     all   2409.22
02:02:04 PM     all   2483.81
02:02:09 PM     all   2484.36
02:02:14 PM     all   2499.99
02:02:19 PM     all   2499.99
02:02:24 PM     all   2499.99
02:02:29 PM     all   2499.99
02:02:34 PM     all   2499.99
02:02:39 PM     all   2499.99
02:02:44 PM     all   2543.65
02:02:49 PM     all   2499.99
02:02:54 PM     all   2499.99
02:02:59 PM     all   2171.24
Average:        all   2468.63
