Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

03:22:09 PM     CPU       MHz
03:22:14 PM     all   2413.20
03:22:19 PM     all   2499.99
03:22:24 PM     all   2499.06
03:22:29 PM     all   2499.99
03:22:34 PM     all   2499.99
03:22:39 PM     all   2499.99
03:22:44 PM     all   2543.74
03:22:49 PM     all   2499.99
03:22:54 PM     all   2499.99
03:22:59 PM     all   2499.99
03:23:04 PM     all   2559.36
03:23:09 PM     all   2499.99
03:23:14 PM     all   2518.74
03:23:19 PM     all   2499.99
03:23:24 PM     all   2543.74
03:23:29 PM     all   2499.99
03:23:34 PM     all   2499.99
03:23:39 PM     all   2587.49
03:23:44 PM     all   2563.08
03:23:49 PM     all   2565.62
03:23:54 PM     all   2521.87
03:23:59 PM     all   2521.87
03:24:04 PM     all   2521.86
03:24:09 PM     all   2521.86
03:24:14 PM     all   1130.07
Average:        all   2460.46
