Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

03:58:56 PM     CPU       MHz
03:59:01 PM     all   1082.46
03:59:06 PM     all   2584.37
03:59:11 PM     all   1311.54
03:59:16 PM     all   2391.58
03:59:21 PM     all   2488.13
03:59:26 PM     all   2395.27
03:59:31 PM     all   2458.76
03:59:36 PM     all   2311.67
03:59:41 PM     all   1170.00
03:59:46 PM     all   1168.41
03:59:51 PM     all   2331.55
03:59:56 PM     all   2209.21
04:00:01 PM     all   1197.52
04:00:06 PM     all   2417.68
04:00:11 PM     all   1191.62
04:00:16 PM     all   2377.99
04:00:21 PM     all   2362.37
04:00:26 PM     all   1079.42
04:00:31 PM     all   1270.20
04:00:36 PM     all   2621.24
04:00:41 PM     all   1458.26
04:00:46 PM     all   1085.44
04:00:51 PM     all   1796.81
04:00:56 PM     all   1537.34
04:01:01 PM     all   1044.51
Average:        all   1813.73
