Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

01:13:05 PM     CPU       MHz
01:13:10 PM     all   1434.37
01:13:15 PM     all   1378.09
01:13:20 PM     all   1357.89
01:13:25 PM     all   1368.70
01:13:30 PM     all   1410.18
01:13:35 PM     all   1322.53
01:13:40 PM     all   1396.58
01:13:45 PM     all   1354.58
01:13:50 PM     all   1374.97
01:13:55 PM     all   1411.24
01:14:00 PM     all   1409.36
01:14:05 PM     all   1446.79
Average:        all   1388.77
