Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

12:04:05 PM     CPU       MHz
12:04:10 PM     all    799.99
12:04:15 PM     all    799.99
12:04:20 PM     all    799.99
12:04:25 PM     all    799.99
12:04:30 PM     all    799.99
12:04:35 PM     all    799.99
12:04:40 PM     all    799.99
12:04:45 PM     all    799.99
12:04:50 PM     all    799.99
12:04:55 PM     all    799.99
12:05:00 PM     all    799.99
12:05:05 PM     all    799.99
Average:        all    799.99
