Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:33:43 PM     CPU       MHz
01:33:48 PM     all   2490.82
01:33:53 PM     all   2510.78
01:33:58 PM     all   1214.26
01:34:03 PM     all   1035.90
01:34:08 PM     all   1153.81
01:34:13 PM     all   2242.21
01:34:18 PM     all   1411.06
01:34:23 PM     all   2296.48
01:34:28 PM     all    964.85
01:34:33 PM     all   2426.93
01:34:38 PM     all   2158.00
01:34:43 PM     all   2463.79
01:34:48 PM     all   1764.04
01:34:53 PM     all   2342.75
01:34:58 PM     all   2126.92
01:35:03 PM     all   2099.62
01:35:08 PM     all   2231.24
01:35:13 PM     all   2158.05
01:35:18 PM     all   2237.61
01:35:23 PM     all   1636.42
01:35:28 PM     all   1956.90
01:35:33 PM     all   2431.65
01:35:38 PM     all   2199.70
01:35:43 PM     all   2382.68
01:35:48 PM     all    983.90
Average:        all   1956.81
