Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:39:24 PM     CPU       MHz
05:39:29 PM     all   2521.86
05:39:34 PM     all   2521.86
05:39:39 PM     all   2500.00
05:39:44 PM     all   2543.74
05:39:49 PM     all   2500.00
05:39:54 PM     all   2675.27
05:39:59 PM     all   3043.47
05:40:04 PM     all   2565.89
05:40:09 PM     all   3067.95
05:40:14 PM     all   2568.02
05:40:19 PM     all   2697.78
05:40:24 PM     all   2566.70
05:40:29 PM     all   3138.83
Average:        all   2685.49
