Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:22:25 PM     CPU       MHz
12:22:30 PM     all    799.99
12:22:35 PM     all    799.99
12:22:40 PM     all    799.99
12:22:45 PM     all    799.99
12:22:50 PM     all    799.99
12:22:55 PM     all    799.99
12:23:00 PM     all    799.99
12:23:05 PM     all    799.99
12:23:10 PM     all    799.99
12:23:15 PM     all    799.99
12:23:20 PM     all    799.99
12:23:25 PM     all    799.99
12:23:30 PM     all    799.99
12:23:35 PM     all    799.99
12:23:40 PM     all    799.99
12:23:45 PM     all    799.99
12:23:50 PM     all    799.99
12:23:55 PM     all    799.99
12:24:00 PM     all    799.99
12:24:05 PM     all    799.99
12:24:10 PM     all    799.99
12:24:15 PM     all    799.99
12:24:20 PM     all    799.99
12:24:25 PM     all    799.99
12:24:30 PM     all    799.99
Average:        all    799.99
