Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:09:41 PM     CPU       MHz
06:09:46 PM     all   2499.99
06:09:51 PM     all   2499.99
06:09:56 PM     all   2499.99
06:10:01 PM     all   2499.99
06:10:06 PM     all   2499.99
06:10:11 PM     all   2499.99
06:10:16 PM     all   2521.87
06:10:21 PM     all   2499.99
06:10:26 PM     all   2499.99
06:10:31 PM     all   2499.99
06:10:36 PM     all   2499.99
06:10:41 PM     all   2499.99
06:10:46 PM     all   2499.99
06:10:51 PM     all   2499.99
06:10:56 PM     all   2499.99
06:11:01 PM     all   2499.99
06:11:06 PM     all   2499.99
06:11:11 PM     all   2499.99
06:11:16 PM     all   2499.99
06:11:21 PM     all   2521.86
06:11:26 PM     all   2499.99
06:11:31 PM     all   2521.86
06:11:36 PM     all   2499.99
06:11:41 PM     all   2499.99
06:11:46 PM     all   2521.87
Average:        all   2503.49
