Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:27:51 PM     CPU       MHz
03:27:56 PM     all   2512.08
03:28:01 PM     all   2521.86
03:28:06 PM     all   2401.03
03:28:11 PM     all   2415.03
03:28:16 PM     all   2125.83
03:28:21 PM     all   2172.21
03:28:26 PM     all   2184.58
03:28:31 PM     all   2114.25
03:28:36 PM     all   2077.38
03:28:41 PM     all   2123.05
03:28:46 PM     all   2136.98
03:28:51 PM     all   1741.89
03:28:56 PM     all   2477.96
Average:        all   2231.09
