Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:47:08 PM     CPU       MHz
04:47:13 PM     all    799.99
04:47:18 PM     all    799.99
04:47:23 PM     all    799.99
04:47:28 PM     all    799.99
04:47:33 PM     all    799.99
04:47:38 PM     all    799.99
04:47:43 PM     all    799.99
04:47:48 PM     all    799.99
04:47:53 PM     all    799.99
04:47:58 PM     all    799.99
04:48:03 PM     all    799.99
04:48:08 PM     all    799.99
04:48:13 PM     all    799.99
04:48:18 PM     all    799.99
04:48:23 PM     all    799.99
04:48:28 PM     all    799.99
04:48:33 PM     all    799.99
04:48:38 PM     all    799.99
04:48:43 PM     all    799.99
04:48:48 PM     all    799.99
04:48:53 PM     all    799.99
04:48:58 PM     all    799.99
04:49:03 PM     all    799.99
04:49:08 PM     all    799.99
04:49:13 PM     all    799.99
Average:        all    799.99
