Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

11:34:23 AM     CPU       MHz
11:34:28 AM     all    799.99
11:34:33 AM     all    799.99
11:34:38 AM     all    799.99
11:34:43 AM     all    799.99
11:34:48 AM     all    799.99
11:34:53 AM     all    799.99
11:34:58 AM     all    800.00
11:35:03 AM     all    799.99
11:35:08 AM     all    799.99
11:35:13 AM     all    799.99
11:35:18 AM     all    800.00
11:35:23 AM     all    799.99
11:35:28 AM     all    799.99
11:35:33 AM     all    799.99
11:35:38 AM     all    800.00
11:35:43 AM     all    799.99
11:35:48 AM     all    800.00
11:35:53 AM     all    799.99
11:35:58 AM     all    799.99
11:36:03 AM     all    800.00
11:36:08 AM     all    799.99
11:36:13 AM     all    799.99
11:36:18 AM     all    799.99
11:36:23 AM     all    799.99
11:36:28 AM     all    799.99
Average:        all    799.99
