Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:12:41 PM     CPU       MHz
07:12:46 PM     all    799.99
07:12:51 PM     all    799.99
07:12:56 PM     all    799.99
07:13:01 PM     all    799.99
07:13:06 PM     all    799.99
07:13:11 PM     all    799.99
07:13:16 PM     all    799.99
07:13:21 PM     all    799.99
07:13:26 PM     all    799.99
07:13:31 PM     all    799.99
07:13:36 PM     all    799.99
07:13:41 PM     all    799.99
07:13:46 PM     all    799.99
07:13:51 PM     all    799.99
07:13:56 PM     all    799.99
07:14:01 PM     all    799.99
07:14:06 PM     all    799.99
07:14:11 PM     all    799.99
07:14:16 PM     all    799.99
07:14:21 PM     all    799.99
07:14:26 PM     all    799.99
07:14:31 PM     all    799.99
07:14:36 PM     all    799.99
07:14:41 PM     all    799.99
07:14:46 PM     all    799.99
Average:        all    799.99
