Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:00:41 PM     CPU       MHz
06:00:46 PM     all   2411.53
06:00:51 PM     all   2499.99
06:00:56 PM     all   2499.99
06:01:01 PM     all   2499.99
06:01:06 PM     all   2499.01
06:01:11 PM     all   2499.99
06:01:16 PM     all   2499.99
06:01:21 PM     all   2499.99
06:01:26 PM     all   2499.99
06:01:31 PM     all   2499.99
06:01:36 PM     all   2499.99
06:01:41 PM     all   2499.99
06:01:46 PM     all   2521.86
Average:        all   2494.79
