Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:34:12 PM     CPU       MHz
02:34:17 PM     all   2249.04
02:34:22 PM     all   2521.86
02:34:27 PM     all   2740.61
02:34:32 PM     all   1902.31
02:34:37 PM     all   1517.57
02:34:42 PM     all   1866.47
02:34:47 PM     all   1895.05
02:34:52 PM     all   1950.72
02:34:57 PM     all   1887.70
02:35:02 PM     all   1899.82
02:35:07 PM     all   1964.56
02:35:12 PM     all   1861.00
02:35:17 PM     all   2178.90
Average:        all   2033.51
