Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:36:30 PM     CPU       MHz
01:36:35 PM     all   1743.07
01:36:40 PM     all   2499.99
01:36:45 PM     all   2499.99
01:36:50 PM     all   2499.99
01:36:55 PM     all   2521.87
01:37:00 PM     all   2499.99
01:37:05 PM     all   2499.99
01:37:10 PM     all   2499.99
01:37:15 PM     all   2499.99
01:37:20 PM     all   2499.99
01:37:25 PM     all   2518.74
01:37:30 PM     all   2499.99
01:37:35 PM     all   2499.99
01:37:40 PM     all   2499.99
01:37:45 PM     all   2499.99
01:37:50 PM     all   2499.99
01:37:55 PM     all   2499.99
01:38:00 PM     all   2499.99
01:38:05 PM     all   2499.99
01:38:10 PM     all   2499.99
01:38:15 PM     all   2521.87
01:38:20 PM     all   2499.99
01:38:25 PM     all   2499.99
01:38:30 PM     all   2499.99
01:38:35 PM     all   2674.99
Average:        all   2479.21
