Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:03:28 PM     CPU       MHz
03:03:33 PM     all   2507.91
03:03:38 PM     all   2499.99
03:03:43 PM     all   2499.95
03:03:48 PM     all   2659.37
03:03:53 PM     all   2681.23
03:03:58 PM     all   1975.81
03:04:03 PM     all   2212.52
03:04:08 PM     all   2078.01
03:04:13 PM     all   1046.55
03:04:18 PM     all   2262.84
03:04:23 PM     all   1176.56
03:04:28 PM     all   1752.89
03:04:33 PM     all   1407.56
Average:        all   2058.55
