Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

05:46:52 PM     CPU       MHz
05:46:57 PM     all   2493.74
05:47:02 PM     all   2499.99
05:47:07 PM     all   2540.57
05:47:12 PM     all   2499.99
05:47:17 PM     all   2499.99
05:47:22 PM     all   2499.99
05:47:27 PM     all   2499.99
05:47:32 PM     all   2499.74
05:47:37 PM     all   2499.99
05:47:42 PM     all   2499.99
05:47:47 PM     all   2499.99
05:47:52 PM     all   2480.23
05:47:57 PM     all   2497.68
05:48:02 PM     all   2499.99
05:48:07 PM     all   2499.99
05:48:12 PM     all   2499.99
05:48:17 PM     all   2499.65
05:48:22 PM     all   2499.99
05:48:27 PM     all   2497.69
05:48:32 PM     all   2499.07
05:48:37 PM     all   2499.99
05:48:42 PM     all   2461.00
05:48:47 PM     all   2499.99
05:48:52 PM     all   2412.74
05:48:57 PM     all   1225.23
Average:        all   2444.29
