Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

01:55:26 PM     CPU       MHz
01:55:31 PM     all    799.99
01:55:36 PM     all    799.99
01:55:41 PM     all    799.99
01:55:46 PM     all    799.99
01:55:51 PM     all    799.99
01:55:56 PM     all    799.99
01:56:01 PM     all    799.99
01:56:06 PM     all    799.99
01:56:11 PM     all    799.99
01:56:16 PM     all    799.99
01:56:21 PM     all    799.99
01:56:26 PM     all    799.99
01:56:31 PM     all    799.99
Average:        all    799.99
