Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:21:07 PM     CPU       MHz
06:21:12 PM     all    799.99
06:21:17 PM     all    799.99
06:21:22 PM     all    799.99
06:21:27 PM     all    799.99
06:21:32 PM     all    799.99
06:21:37 PM     all    799.99
06:21:42 PM     all    799.99
06:21:47 PM     all    799.99
06:21:52 PM     all    799.99
06:21:57 PM     all    799.99
06:22:02 PM     all    799.99
06:22:07 PM     all    799.99
06:22:12 PM     all    799.99
06:22:17 PM     all    799.99
06:22:22 PM     all    799.99
06:22:27 PM     all    799.99
06:22:32 PM     all    799.99
06:22:37 PM     all    799.99
06:22:42 PM     all    799.99
06:22:47 PM     all    799.99
06:22:52 PM     all    799.99
06:22:57 PM     all    799.99
06:23:02 PM     all    799.99
06:23:07 PM     all    799.99
06:23:12 PM     all    799.99
Average:        all    799.99
