Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:07:56 PM     CPU       MHz
02:08:01 PM     all    799.99
02:08:06 PM     all    799.99
02:08:11 PM     all    799.99
02:08:16 PM     all    799.99
02:08:21 PM     all    800.00
02:08:26 PM     all    799.99
02:08:31 PM     all    799.99
02:08:36 PM     all    799.99
02:08:41 PM     all    799.99
02:08:46 PM     all    799.99
02:08:51 PM     all    799.99
02:08:56 PM     all    799.99
02:09:01 PM     all    799.99
02:09:06 PM     all    799.99
02:09:11 PM     all    799.99
02:09:16 PM     all    799.99
02:09:21 PM     all    799.99
02:09:26 PM     all    799.99
02:09:31 PM     all    800.00
02:09:36 PM     all    799.99
02:09:41 PM     all    799.99
02:09:46 PM     all    799.99
02:09:51 PM     all    800.00
02:09:56 PM     all    799.99
02:10:01 PM     all    799.99
Average:        all    799.99
