Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

01:05:22 PM     CPU       MHz
01:05:27 PM     all   2740.62
01:05:32 PM     all   2696.74
01:05:37 PM     all   2981.24
01:05:42 PM     all   2718.58
01:05:47 PM     all   2784.37
01:05:52 PM     all   2631.06
01:05:57 PM     all   2653.11
01:06:02 PM     all   2893.39
01:06:07 PM     all   2653.11
01:06:12 PM     all   2828.12
01:06:17 PM     all   2587.49
01:06:22 PM     all   2608.86
Average:        all   2731.39
