Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

11:22:05 AM     CPU       MHz
11:22:10 AM     all    853.39
11:22:15 AM     all    799.99
11:22:20 AM     all    799.99
11:22:25 AM     all    799.99
11:22:30 AM     all    799.99
11:22:35 AM     all    799.99
11:22:40 AM     all    799.99
11:22:45 AM     all    799.99
11:22:50 AM     all    800.00
11:22:55 AM     all    799.99
11:23:00 AM     all    799.99
11:23:05 AM     all    800.00
11:23:10 AM     all    799.99
11:23:15 AM     all    799.99
11:23:20 AM     all    800.00
11:23:25 AM     all    800.00
11:23:30 AM     all    799.99
11:23:35 AM     all    799.99
11:23:40 AM     all    799.99
11:23:45 AM     all    799.99
11:23:50 AM     all    800.00
11:23:55 AM     all    799.99
11:24:00 AM     all    799.99
11:24:05 AM     all    799.99
11:24:10 AM     all    799.99
Average:        all    802.13
