Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:37:26 PM     CPU       MHz
04:37:31 PM     all   2499.99
04:37:36 PM     all   2499.99
04:37:41 PM     all   2499.99
04:37:46 PM     all   2499.99
04:37:51 PM     all   2499.99
04:37:56 PM     all   2499.99
04:38:01 PM     all   2499.99
04:38:06 PM     all   2499.99
04:38:11 PM     all   2499.99
04:38:16 PM     all   2499.99
04:38:21 PM     all   2499.99
04:38:26 PM     all   2499.99
04:38:31 PM     all   2587.49
Average:        all   2506.72
