Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:28:13 PM     CPU       MHz
12:28:18 PM     all    800.00
12:28:23 PM     all    799.99
12:28:28 PM     all    799.99
12:28:33 PM     all    799.99
12:28:38 PM     all    799.99
12:28:43 PM     all    799.99
12:28:48 PM     all    799.99
12:28:53 PM     all    799.99
12:28:58 PM     all    799.99
12:29:03 PM     all    799.99
12:29:08 PM     all    799.99
12:29:13 PM     all    799.99
12:29:18 PM     all    799.99
12:29:23 PM     all    799.99
12:29:28 PM     all    799.99
12:29:33 PM     all    799.99
12:29:38 PM     all    799.99
12:29:43 PM     all    799.99
12:29:48 PM     all    799.99
12:29:53 PM     all    799.99
12:29:58 PM     all    799.99
12:30:03 PM     all    799.99
12:30:08 PM     all    799.99
12:30:13 PM     all    799.99
12:30:18 PM     all    799.99
Average:        all    799.99
