Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:01:52 PM     CPU       MHz
03:01:57 PM     all   2623.34
03:02:02 PM     all   2119.68
03:02:07 PM     all   1169.91
03:02:12 PM     all   2136.10
03:02:17 PM     all   1110.27
03:02:22 PM     all   1951.79
03:02:27 PM     all    885.20
03:02:32 PM     all   1522.52
03:02:37 PM     all   1436.23
03:02:42 PM     all   1852.71
03:02:47 PM     all   1818.88
03:02:52 PM     all   2107.70
03:02:57 PM     all    920.97
Average:        all   1665.79
