Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

01:52:09 PM     CPU       MHz
01:52:14 PM     all    799.99
01:52:19 PM     all    799.99
01:52:24 PM     all    799.99
01:52:29 PM     all    799.99
01:52:34 PM     all    799.99
01:52:39 PM     all    799.99
01:52:44 PM     all    799.99
01:52:49 PM     all    799.99
01:52:54 PM     all    799.99
01:52:59 PM     all    799.99
01:53:04 PM     all    799.99
01:53:09 PM     all    799.99
01:53:14 PM     all    799.99
Average:        all    799.99
