Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:45:24 PM     CPU       MHz
02:45:29 PM     all   2499.99
02:45:34 PM     all   2499.99
02:45:39 PM     all   2499.99
02:45:44 PM     all   2499.99
02:45:49 PM     all   2499.99
02:45:54 PM     all   2499.99
02:45:59 PM     all   2499.99
02:46:04 PM     all   2499.99
02:46:09 PM     all   2521.86
02:46:14 PM     all   2499.99
02:46:19 PM     all   2499.99
02:46:24 PM     all   2499.99
02:46:29 PM     all   2653.09
Average:        all   2513.45
