Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:08:22 PM     CPU       MHz
05:08:27 PM     all   2544.79
05:08:32 PM     all   3148.92
05:08:37 PM     all   2788.05
05:08:42 PM     all   2745.70
05:08:47 PM     all   2961.16
05:08:52 PM     all   2545.47
05:08:57 PM     all   2787.79
05:09:02 PM     all   3115.88
05:09:07 PM     all   2834.11
05:09:12 PM     all   3130.95
05:09:17 PM     all   2954.93
05:09:22 PM     all   2749.54
05:09:27 PM     all   3105.94
Average:        all   2877.94
