Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:30:58 PM     CPU       MHz
04:31:03 PM     all   2479.50
04:31:08 PM     all   2499.99
04:31:13 PM     all   2584.37
04:31:18 PM     all   2596.87
04:31:23 PM     all   2587.49
04:31:28 PM     all   2565.62
04:31:33 PM     all   2512.46
04:31:38 PM     all   2653.12
04:31:43 PM     all   2807.79
04:31:48 PM     all   2478.94
04:31:53 PM     all   1207.89
04:31:58 PM     all   2306.01
04:32:03 PM     all   1233.73
Average:        all   2347.21
