Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:18:30 PM     CPU       MHz
06:18:35 PM     all    799.99
06:18:40 PM     all    799.99
06:18:45 PM     all    799.99
06:18:50 PM     all    799.99
06:18:55 PM     all    799.99
06:19:00 PM     all    799.99
06:19:05 PM     all    799.99
06:19:10 PM     all    799.99
06:19:15 PM     all    799.99
06:19:20 PM     all    799.99
06:19:25 PM     all    799.99
06:19:30 PM     all    799.99
06:19:35 PM     all    799.99
Average:        all    799.99
