Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:42:36 PM     CPU       MHz
05:42:41 PM     all    799.99
05:42:46 PM     all    799.99
05:42:51 PM     all    799.99
05:42:56 PM     all    799.99
05:43:01 PM     all    799.99
05:43:06 PM     all    799.99
05:43:11 PM     all    799.99
05:43:16 PM     all    799.99
05:43:21 PM     all    800.00
05:43:26 PM     all    800.00
05:43:31 PM     all    799.99
05:43:36 PM     all    800.00
05:43:41 PM     all    799.99
Average:        all    799.99
