Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:58:23 PM     CPU       MHz
06:58:28 PM     all   2523.45
06:58:33 PM     all   3074.72
06:58:38 PM     all   3099.59
06:58:43 PM     all   3148.06
06:58:48 PM     all   2656.20
06:58:53 PM     all   3093.37
06:58:58 PM     all   3123.03
06:59:03 PM     all   2602.79
06:59:08 PM     all   2653.63
06:59:13 PM     all   3071.40
06:59:18 PM     all   2541.78
06:59:23 PM     all   2597.19
06:59:28 PM     all   2653.12
06:59:33 PM     all   2609.45
06:59:38 PM     all   2500.02
06:59:43 PM     all   2696.87
06:59:48 PM     all   2588.62
06:59:53 PM     all   2697.47
06:59:58 PM     all   2499.99
07:00:03 PM     all   2587.49
07:00:08 PM     all   2763.02
07:00:13 PM     all   3133.45
07:00:18 PM     all   2593.95
07:00:23 PM     all   2994.47
07:00:28 PM     all   2565.62
Average:        all   2762.75
