Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

03:36:08 PM     CPU       MHz
03:36:13 PM     all   2521.87
03:36:18 PM     all   2499.99
03:36:23 PM     all   2499.99
03:36:28 PM     all   2499.99
03:36:33 PM     all   2499.99
03:36:38 PM     all   2499.99
03:36:43 PM     all   2499.99
03:36:48 PM     all   2499.99
03:36:53 PM     all   2499.99
03:36:58 PM     all   2499.99
03:37:03 PM     all   2499.99
03:37:08 PM     all   2499.99
03:37:13 PM     all   2499.99
03:37:18 PM     all   2499.99
03:37:23 PM     all   2499.99
03:37:28 PM     all   2543.74
03:37:33 PM     all   2499.99
03:37:38 PM     all   2499.99
03:37:43 PM     all   2499.99
03:37:48 PM     all   2499.99
03:37:53 PM     all   2521.87
03:37:58 PM     all   2499.99
03:38:03 PM     all   2499.99
03:38:08 PM     all   2499.99
03:38:13 PM     all   2609.36
Average:        all   2507.87
