Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:24:35 PM     CPU       MHz
04:24:40 PM     all   2317.34
04:24:45 PM     all   2430.21
04:24:50 PM     all   2220.61
04:24:55 PM     all   2303.12
04:25:00 PM     all   2213.82
04:25:05 PM     all   2094.28
04:25:10 PM     all   1247.23
04:25:15 PM     all   1131.86
04:25:20 PM     all   1250.80
04:25:25 PM     all   1763.88
04:25:30 PM     all   2182.04
04:25:35 PM     all   2185.80
04:25:40 PM     all   1027.81
Average:        all   1874.52
