Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

01:15:39 PM     CPU       MHz
01:15:44 PM     all   2499.99
01:15:49 PM     all   2499.99
01:15:54 PM     all   2499.99
01:15:59 PM     all   2631.23
01:16:04 PM     all   2499.99
01:16:09 PM     all   2718.74
01:16:14 PM     all   2499.99
01:16:19 PM     all   2653.12
01:16:24 PM     all   2499.99
01:16:29 PM     all   2696.85
01:16:34 PM     all   2499.99
01:16:39 PM     all   2521.86
Average:        all   2560.14
