Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:19:20 PM     CPU       MHz
02:19:25 PM     all    799.99
02:19:30 PM     all    799.99
02:19:35 PM     all    799.99
02:19:40 PM     all    799.99
02:19:45 PM     all    799.99
02:19:50 PM     all    799.99
02:19:55 PM     all    799.99
02:20:00 PM     all    799.99
02:20:05 PM     all    799.99
02:20:10 PM     all    799.99
02:20:15 PM     all    799.99
02:20:20 PM     all    799.99
02:20:25 PM     all    799.99
Average:        all    799.99
