Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:25:11 PM     CPU       MHz
01:25:16 PM     all   2415.72
01:25:21 PM     all   2524.99
01:25:26 PM     all   2082.60
01:25:31 PM     all   2216.79
01:25:36 PM     all   1364.04
01:25:41 PM     all   2254.33
01:25:46 PM     all   2265.93
01:25:51 PM     all   1174.58
01:25:56 PM     all   2292.60
01:26:01 PM     all   1204.97
01:26:06 PM     all   2475.55
01:26:11 PM     all   2361.09
01:26:16 PM     all    943.03
01:26:21 PM     all   2407.31
01:26:26 PM     all   1323.55
01:26:31 PM     all   2237.76
01:26:36 PM     all   1864.93
01:26:41 PM     all   1108.88
01:26:46 PM     all   2425.97
01:26:51 PM     all   2409.12
01:26:56 PM     all   2211.89
01:27:01 PM     all   2214.32
01:27:06 PM     all   1841.56
01:27:11 PM     all   2259.74
01:27:16 PM     all   1079.18
Average:        all   1958.42
