Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:09:56 PM     CPU       MHz
04:10:01 PM     all   2523.87
04:10:06 PM     all   2962.92
04:10:11 PM     all   2833.85
04:10:16 PM     all   3063.07
04:10:21 PM     all   2554.17
04:10:26 PM     all   3003.71
04:10:31 PM     all   2683.27
04:10:36 PM     all   2676.79
04:10:41 PM     all   2540.27
04:10:46 PM     all   2724.79
04:10:51 PM     all   2503.42
04:10:56 PM     all   2893.74
04:11:01 PM     all   3091.20
Average:        all   2773.47
