Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

03:44:32 PM     CPU       MHz
03:44:37 PM     all    799.99
03:44:42 PM     all    799.99
03:44:47 PM     all    799.99
03:44:52 PM     all    799.99
03:44:57 PM     all    799.99
03:45:02 PM     all    799.99
03:45:07 PM     all    799.99
03:45:12 PM     all    799.99
03:45:17 PM     all    799.99
03:45:22 PM     all    799.99
03:45:27 PM     all    799.99
03:45:32 PM     all    799.99
03:45:37 PM     all    799.99
03:45:42 PM     all    799.99
03:45:47 PM     all    799.99
03:45:52 PM     all    799.99
03:45:57 PM     all    799.99
03:46:02 PM     all    799.99
03:46:07 PM     all    799.99
03:46:12 PM     all    799.99
03:46:17 PM     all    799.99
03:46:22 PM     all    799.99
03:46:27 PM     all    799.99
03:46:32 PM     all    799.99
03:46:37 PM     all    799.99
Average:        all    799.99
