Linux 5.15.0-122-generic (gl5) 	11/28/2024 	_x86_64_	(32 CPU)

10:08:59 PM     CPU       MHz
10:09:04 PM     all    799.99
10:09:09 PM     all    799.99
10:09:14 PM     all    799.99
10:09:19 PM     all    799.99
10:09:24 PM     all    799.99
10:09:29 PM     all    799.99
10:09:34 PM     all    799.99
10:09:39 PM     all    799.99
10:09:44 PM     all    799.99
10:09:49 PM     all    799.99
10:09:54 PM     all    799.99
10:09:59 PM     all    799.99
10:10:04 PM     all    800.00
Average:        all    799.99
